KBID	Title	AlternateTitle	PackageName	URL	ProxiedURL	Publisher	Edition	Author	Editor	Illustrator	PrintISSN	OnlineISSN	PrintISBN	OnlineISBN	DOI	PeerReviewed	ManagedCoverageBegin	ManagedCoverageEnd	CustomCoverageBegin	CustomCoverageEnd	CoverageStatement	Embargo	CustomEmbargo	Description	Subject	ResourceType	PackageContentType	CreateCustom	HideOnPublicationFinder	Delete	OrderedThroughEBSCO	IsCustom	UserDefinedField1	UserDefinedField2	UserDefinedField3	UserDefinedField4	UserDefinedField5	PackageType	AllowEbscoToAddNewTitles	
1751749	Photochemistry: Volume 40	Photochemistry: Volume 40	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849734882	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849734882	Royal Society of Chemistry		Elisa Fasani|Angelo Albini					978-1-84973-437-0	978-1-84973-488-2		N	2012-01-01	2012-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
1751750	Polymer-Graphene Nanocomposites	Polymer-Graphene Nanocomposites	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849736794	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849736794	Royal Society of Chemistry		Vikas Mittal					978-1-84973-567-4	978-1-68015-820-5|978-1-84973-679-4		N	2012-01-01	2012-12-31							Inorganic Chemistry|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Materials Science / General|TECHNOLOGY & ENGINEERING / Nanotechnology & MEMS	Book	EBook	N	N	N	N	N						Complete	Y	
1751752	Toxicological Effects of Veterinary Medicinal Products in Humans: Volume 1	Toxicological Effects of Veterinary Medicinal Products in Humans: Volume 1	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849735483	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849735483	Royal Society of Chemistry		Marrs, Tim|Waters, Mike D.|Woodward, Kevin					978-1-84973-417-2	978-1-84973-548-3		N	2012-01-01	2012-12-31							Chemistry|MEDICAL / Toxicology	Book	EBook	N	N	N	N	N						Complete	Y	
1751753	Toxicological Effects of Veterinary Medicinal Products in Humans: Volume 2	Toxicological Effects of Veterinary Medicinal Products in Humans: Volume 2	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849736862	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849736862	Royal Society of Chemistry		Kevin Woodward					978-1-84973-417-2|978-1-84973-684-8	978-1-84973-548-3|978-1-84973-686-2		N	2012-01-01	2012-12-31							Chemistry|MEDICAL / Pharmacology|MEDICAL / Toxicology	Book	EBook	N	N	N	N	N						Complete	Y	
1802127	DNA Conjugates and Sensors	DNA Conjugates and Sensors	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849734936	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849734936	Royal Society of Chemistry		Tom Brown|Keith R Fox					978-1-84973-427-1	978-1-84973-493-6		N	2012-01-01	2012-12-31							SCIENCE / Chemistry / Analytic|SCIENCE / Life Sciences / General|TECHNOLOGY & ENGINEERING / General	Book	EBook	N	N	N	N	N						Complete	Y	
1805760	Biofuels Handbook (Fuels From Conventional and Unconventional Sources)	Biofuels Handbook|Biofuels Handbook (Fuels From Conventional and Unconventional Sources)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849731027	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849731027	Royal Society of Chemistry		James G Speight					978-1-84973-026-6	978-1-62198-129-9|978-1-78262-628-2|978-1-84973-102-7		N	2011-01-01	2011-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Energy|SCIENCE / Environmental Science	Book	EBook	N	N	N	N	N						Complete	Y	
1825842	Asymmetric Domino Reactions	Asymmetric Domino Reactions	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737104	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737104	Royal Society of Chemistry		Helene Pellissier					978-1-84973-651-0	978-1-84973-710-4		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / Organic|TECHNOLOGY & ENGINEERING / Chemical & Biochemical	Book	EBook	N	N	N	N	N						Complete	Y	
1825843	Catalysis 25	Catalysis 25	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737203	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737203	Royal Society of Chemistry		Yi-Fan Han|James J Spivey|K M Dooley					978-1-84973-578-0	978-1-84973-720-3		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / Industrial & Technical	Book	EBook	N	N	N	N	N						Complete	Y	
1825844	Essential Guide to Food Additives (4th ed.)	Essential Guide to Food Additives (4th ed.)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849734981	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849734981	Royal Society of Chemistry		Mike Saltmarsh					978-1-84973-560-5	978-1-62870-468-6|978-1-83916-119-3|978-1-84973-498-1		N	2013-01-01	2013-12-31							Health & Medicine (General)|SCIENCE / Applied Sciences|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Food Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
1825845	Healable Polymer Systems	Healable Polymer Systems	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737470	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737470	Royal Society of Chemistry		Barnaby W Greenland|Wayne Hayes					978-1-84973-626-8	978-1-84973-747-0		N	2013-01-01	2013-12-31							Science|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
1825846	Magnetic Resonance in Food Science: Food for Thought	Magnetic Resonance in Food Science: Food for Thought	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737531	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737531	Royal Society of Chemistry		John van Duynhoven|Henk van As|Peter S Belton|G A Webb					978-1-84973-634-3	978-1-84973-753-1		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Applied Sciences	Book	EBook	N	N	N	N	N						Complete	Y	
1825847	Nutrition, Functional and Sensory Properties of Foods	Nutrition, Functional and Sensory Properties of Foods	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737685	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737685	Royal Society of Chemistry		Chi-Tang Ho|Cynthia Mussinan|Ellene Tratras Contis|Fereidoon Shahidi					978-1-84973-644-2	978-1-84973-768-5		N	2013-01-01	2013-12-31							SCIENCE / Chemistry / Analytic|TECHNOLOGY & ENGINEERING / Food Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
1825848	Traditional Chinese Medicine: Scientific Basis for Its Use	Traditional Chinese Medicine: Scientific Basis for Its Use	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737852	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737852	Royal Society of Chemistry		Eric J Lien|James D Adams					978-1-84973-661-9	978-1-78262-493-6|978-1-84973-785-2		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
1877016	Organometallic Chemistry. Volume 36	Organometallic Chemistry. Volume 36	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847559616	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847559616	Royal Society of Chemistry		Fairlamb, Ian J. S.|Lynam, Jason M.					978-1-84755-950-0	978-1-84755-961-6		N	2010-01-01	2010-12-31							Organic Chemistry|SCIENCE / Chemistry / Organic	Book	EBook	N	N	N	N	N						Complete	Y	
1877504	Soils and Food Security (Issues in Environmental Science and Technology)	Soils and Food Security|Soils and Food Security (Issues in Environmental Science and Technology)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849735438	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849735438	Royal Society of Chemistry		R E Hester|R M Harrison					978-1-84973-426-4	978-1-84973-543-8		N	2012-01-01	2012-12-31							Chemistry|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Agriculture / Agronomy / Soil Science|TECHNOLOGY & ENGINEERING / Food Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
1883829	Organometallic Chemistry (Specialist Periodical Reports)	Organometallic Chemistry (Specialist Periodical Reports)|Organometallic Chemistry: Volume 27	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847554161	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847554161	Royal Society of Chemistry		M Green					978-0-85404-318-7	978-1-84755-415-4|978-1-84755-416-1		N	1999-01-01	1999-12-31							REFERENCE / Yearbooks & Annuals|Science|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Inorganic	Book	EBook	N	N	N	N	N						Complete	Y	
1924507	Biological and Biomimetic Adhesives: Challenges and Opportunities	Biological and Biomimetic Adhesives: Challenges and Opportunities	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737135	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737135	Royal Society of Chemistry		Stanislav Gorb|Patrick Flammang|Romana Santos|Nick Aldred					978-1-84973-669-5	978-1-68015-817-5|978-1-84973-713-5		N	2013-01-01	2013-12-31							Chemistry|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
1924508	Dendrimers in Biomedical Applications	Dendrimers in Biomedical Applications	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737296	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737296	Royal Society of Chemistry		Ling Peng|Barbara Klajnert|Valentin Cena					978-1-84973-611-4	978-1-84973-729-6		N	2013-01-01	2013-12-31							MEDICAL / Biotechnology|Polymers & Plastics|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
1924509	Functional Polymers for Nanomedicine	Functional Polymers for Nanomedicine	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737388	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737388	Royal Society of Chemistry		Youqing Shen					978-1-84973-620-6	978-1-84973-738-8		N	2013-01-01	2013-12-31							Biomedical Engineering|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
1924510	Fundamentals of Controlled/Living Radical Polymerization	Fundamentals of Controlled/Living Radical Polymerization	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737425	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737425	Royal Society of Chemistry		Nicolay V Tsarevsky|Brent S Sumerlin					978-1-84973-425-7	978-1-84973-742-5		N	2013-01-01	2013-12-31							Organic Chemistry|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
1924511	Materials Design Inspired by Nature: Function Through Inner Architecture	Materials Design Inspired by Nature: Function Through Inner Architecture	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737555	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737555	Royal Society of Chemistry		Peter Fratzl|Richard Weinkamer|John Dunlop					978-1-84973-553-7	978-1-78262-617-6|978-1-84973-755-5		N	2013-01-01	2013-12-31							Civil Engineering|SCIENCE / Chemistry / General|SCIENCE / Nanoscience|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
1924512	Natural Product Extraction: Principles and Applications	Natural Product Extraction: Principles and Applications	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737579	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737579	Royal Society of Chemistry		Mauricio A Rostagno|Juliana M Prado					978-1-84973-606-0	978-1-78262-622-0|978-1-84973-757-9		N	2013-01-01	2013-12-31							Engineering|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Industrial & Technical|SCIENCE / Chemistry / Organic	Book	EBook	N	N	N	N	N						Complete	Y	
1924513	Nuclear Magnetic Resonance: Volume 42	Nuclear Magnetic Resonance: Volume 42	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737678	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737678	Royal Society of Chemistry		Jacek Wojcik|Krystyna Kamienska-Trela					978-1-84973-577-3	978-1-84973-767-8		N	2013-01-01	2013-12-31							Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Analytic|SCIENCE / Spectroscopy & Spectrum Analysis	Book	EBook	N	N	N	N	N						Complete	Y	
1924514	Organophosphorus Chemistry: Volume 42	Organophosphorus Chemistry: Volume 42	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737708	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737708	Royal Society of Chemistry		John C Tebby|David Loakes|David W Allen					978-1-84973-584-1	978-1-84973-770-8		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / Organic	Book	EBook	N	N	N	N	N						Complete	Y	
1924517	Artificial Cilia	Artificial Cilia	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737098	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737098	Royal Society of Chemistry		Jaap MJ den Toonder|Patrick R Onck					978-1-84973-597-1	978-1-84973-709-8		N	2013-01-01	2013-12-31							SCIENCE / Chemistry / Analytic|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
1924574	Polymer Nanofibers: Building Blocks for Nanotechnology	Polymer Nanofibers: Building Blocks for Nanotechnology	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737746	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737746	Royal Society of Chemistry		Dario Pisignano					978-1-84973-574-2	978-1-68015-374-3|978-1-84973-774-6		N	2013-01-01	2013-12-31							Civil Engineering|SCIENCE / Nanoscience	Book	EBook	N	N	N	N	N						Complete	Y	
1924575	Spectroscopic Properties of Inorganic and Organometallic Compounds: Volume 44	Spectroscopic Properties of Inorganic and Organometallic Compounds: Volume 44	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737791	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737791	Royal Society of Chemistry		Jack Yarwood|Simon Duckett|Richard Douthwaite					978-1-84973-579-7	978-1-84973-779-1		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / Analytic|SCIENCE / Chemistry / Inorganic	Book	EBook	N	N	N	N	N						Complete	Y	
1945031	Basic Chemometric Techniques in Atomic Spectroscopy (2nd Edition)	Basic Chemometric Techniques in Atomic Spectroscopy (2nd Edition)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849739344	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849739344	Royal Society of Chemistry		Jose Andrade-Garda					978-1-84973-796-8	978-1-68015-816-8|978-1-78262-544-5|978-1-84755-966-1|978-1-84973-934-4		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Physics / Astrophysics|SCIENCE / Spectroscopy & Spectrum Analysis	Book	EBook	N	N	N	N	N						Complete	Y	
1945032	Carbohydrate Chemistry: Volume 39	Carbohydrate Chemistry: Volume 39	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737173	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737173	Royal Society of Chemistry		Thisbe Lindhorst|Amelia Pilar Rauter					978-1-84973-587-2	978-1-84973-717-3		N	2013-01-01	2013-12-31							Organic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Organic|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
1945033	Chemical Alternatives Assessments	Chemical Alternatives Assessments	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737234	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737234	Royal Society of Chemistry		Harrison, R. M.|Hester, R. E.					978-1-84973-605-3	978-1-84973-723-4		N	2013-01-01	2013-12-31							Science|TECHNOLOGY & ENGINEERING / Environmental / General	Book	EBook	N	N	N	N	N						Complete	Y	
1945034	Comprehensive Biomarker Discovery and Validation for Clinical Application	Comprehensive Biomarker Discovery and Validation for Clinical Application	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849734363	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849734363	Royal Society of Chemistry		Rainer Bischoff|Péter Horvatovich					978-1-84973-422-6	978-1-84973-436-3		N	2013-01-01	2013-12-31							Medical Education|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
1945035	Computational Quantum Chemistry: Molecular Structure and Properties in Silico	Computational Quantum Chemistry: Molecular Structure and Properties in Silico	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737289	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737289	Royal Society of Chemistry		Joseph J W McDouall					978-1-84973-608-4	978-1-78262-586-5|978-1-84973-728-9		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
1945036	Nanoscience for the Conservation of Works of Art	Nanoscience for the Conservation of Works of Art	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737630	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737630	Royal Society of Chemistry		David Chelazzi|Piero Baglioni					978-1-84973-566-7	978-1-78262-608-4|978-1-84973-763-0		N	2013-01-01	2013-12-31							ANTIQUES & COLLECTIBLES / Art|Art Conservation & Restoration|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Nanotechnology & MEMS	Book	EBook	N	N	N	N	N						Complete	Y	
1945037	Smart Materials for Drug Delivery: Volume 1	Smart Materials for Drug Delivery: Volume 1	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849736800	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849736800	Royal Society of Chemistry		Angel Concheiro|Carmen Alvarez-Lorenzo					978-1-84973-877-4	978-1-84973-680-0		N	2013-01-01	2013-12-31							MEDICAL / Pharmacology|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
1945038	Smart Materials for Drug Delivery: Volume 2	Smart Materials for Drug Delivery: Volume 2	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849734318	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849734318	Royal Society of Chemistry		Angel Concheiro|Carmen Alvarez-Lorenzo					978-1-84973-878-1	978-1-84973-431-8		N	2013-01-01	2013-12-31							MEDICAL / Pharmacology|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
1945039	Successful Strategies for the Discovery of Antiviral Drugs	Successful Strategies for the Discovery of Antiviral Drugs	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737814	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737814	Royal Society of Chemistry		Nicholas A. Meanwell|Manoj C. Desai					978-1-84973-657-2	978-1-84973-781-4		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
1945040	C-H and C-X Bond Functionalization: Transition Metal Mediation	C-H and C-X Bond Functionalization: Transition Metal Mediation	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737166	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737166	Royal Society of Chemistry		Xavi Ribas					978-1-84973-570-4	978-1-84973-716-6		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / Industrial & Technical|SCIENCE / Chemistry / Organic|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
2008764	Chlorinated Solvents: A Forensic Evaluation	Chlorinated Solvents: A Forensic Evaluation	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737265	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737265	Royal Society of Chemistry		Brian L Murphy|Robert D Morrison					978-1-84973-196-6	978-1-62870-153-1|978-1-78262-607-7|978-1-84973-726-5		N	2013-01-01	2013-12-31							Engineering|SCIENCE / Chemistry / Analytic|SCIENCE / Environmental Science	Book	EBook	N	N	N	N	N						Complete	Y	
2008769	Element Recovery and Sustainability	Element Recovery and Sustainability	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737340	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737340	Royal Society of Chemistry		Andrew Hunt					978-1-84973-616-9	978-1-84973-734-0		N	2013-01-01	2013-12-31							Engineering|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Industrial & Technical|TECHNOLOGY & ENGINEERING / Environmental / General	Book	EBook	N	N	N	N	N						Complete	Y	
2008790	Environmental Catalysis over Gold-Based Materials	Environmental Catalysis over Gold-Based Materials	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737364	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737364	Royal Society of Chemistry		Avgouropoulos, George|Tabakova, Tatyana					978-1-84973-571-1	978-1-84973-736-4		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
2008818	Emerging Drugs and Targets for Parkinson's Disease	Emerging Drugs and Targets for Parkinson's Disease	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737357	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737357	Royal Society of Chemistry		Carmen Gil|Ana Martinez					978-1-84973-617-6	978-1-84973-735-7		N	2013-01-01	2013-12-31							Chemistry|MEDICAL / Internal Medicine|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
2008822	Handbook of Chalcogen Chemistry: New Perspectives in Sulfur, Selenium and Tellurium	Handbook of Chalcogen Chemistry: New Perspectives in Sulfur, Selenium and Tellurium	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737456	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737456	Royal Society of Chemistry		Du Mont, Woolf-Walther|Devillanova, Francesco A.					978-1-84973-623-7	978-1-84973-745-6		N	2013-01-01	2013-12-31							Inorganic Chemistry|SCIENCE / Chemistry / Inorganic	Book	EBook	N	N	N	N	N						Complete	Y	
2008830	Mechanisms and Metal Involvement in Neurodegenerative Diseases	Mechanisms and Metal Involvement in Neurodegenerative Diseases	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849735896	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849735896	Royal Society of Chemistry		David Dexter|Robert Crichton|Roberta Ward					978-1-84973-588-9	978-1-84973-589-6		N	2013-01-01	2013-12-31							Chemistry|MEDICAL / Neuroscience|SCIENCE / Chemistry / Inorganic|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
2008835	Metal Organic Frameworks as Heterogeneous Catalysts	Metal Organic Frameworks as Heterogeneous Catalysts	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737586	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737586	Royal Society of Chemistry		Jorge Gascon|Fransesc Llabres i Xamena					978-1-84973-572-8	978-1-84973-758-6		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
2008840	New Applications of NMR in Drug Discovery and Development	New Applications of NMR in Drug Discovery and Development	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737661	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737661	Royal Society of Chemistry		Nicolau Beckmann|Leoncio Garrido					978-1-84973-444-8	978-1-84973-766-1		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Applied Sciences	Book	EBook	N	N	N	N	N						Complete	Y	
2008852	Waste as a Resource	Waste as a Resource	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737883	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737883	Royal Society of Chemistry		R M Harrison|R E Hester					978-1-84973-668-8	978-1-84973-788-3		N	2013-01-01	2013-12-31							TECHNOLOGY & ENGINEERING / Environmental / General	Book	EBook	N	N	N	N	N						Complete	Y	
2008855	Water Contamination Emergencies: Managing the Threats	Water Contamination Emergencies: Managing the Threats	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737890	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737890	Royal Society of Chemistry		K Clive Thompson|Ulrich Borchers|John Gray					978-1-84973-441-7	978-1-84973-789-0		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Earth Sciences / Hydrology|SCIENCE / Environmental Science	Book	EBook	N	N	N	N	N						Complete	Y	
2028911	Handbook of Chalcogen Chemistry 2	Handbook of Chalcogen Chemistry 2	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737463	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737463	Royal Society of Chemistry		Wolf-Walther Du Mont|Francesco Devillanova					978-1-84973-622-0|978-1-84973-624-4	978-1-84973-746-3		N	2013-01-01	2013-12-31							Inorganic Chemistry|SCIENCE / Chemistry / Inorganic|SCIENCE / Chemistry / Organic|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
